"hauljoin","region","subregion","vessel","cruise","haul","year","month","station","lon","lat","bdepth","btemp","slope","aspectE","aspectN","curve","bcurrentU","bcurrentV","bcurrentUSD","bcurrentVSD","tmax","phi","BPI","sponge","coral","pen","area","area.1","salshark","j_dogfish","a_dogfish","sleeper","j_big_sk","a_big_sk","j_ber_sk","a_ber_sk","j_long_sk","a_long_sk","j_mud_sk","a_mud_sk","j_ak_sk","a_ak_sk","j_alt_sk","a_alt_sk","j_white_sk","a_white_sk","sanddab","ej_atf","j_atf","a_atf","j_kam","a_kam","j_turbot","a_turbot","halibut","ej_fhs","j_fhs","a_fhs","j_berfl","a_berfl","slender","arctics","j_petrale","a_petrale","ej_english","j_english","a_english","ej_dover","j_dover","a_dover","deepsea","ej_rex","j_rex","a_rex","ej_yfs","j_yfs","a_yfs","lhdab","j_sakahalin","a_sakahalin","ej_starry","j_starry","a_starry","j_sands","a_sands","ej_nrs","j_nrs","a_nrs","j_srs","a_srs","ej_butter","a_butter","ej_akplce","j_akplce","a_akplce","ej_sable","j_sable","a_sable","pgrndr","j_yil","a_yil","j_great","a_great","j_bigmouth","a_bigmouth","a_pacsand","ej_pcod","j_pcod","a_pcod","ej_poll","j_poll","a_poll","j_atka","a_atka","j_eula","a_eula","cap","j_ssth","a_ssth","bfth","j_lsth","a_lsth","j_rebs","a_rebs","j_rough","a_rough","j_bspot","a_bspot","ej_pop","j_pop","a_pop","j_slvrgrey","a_slvrgrey","copper","j_dark","a_dark","j_dusky","a_dusky","j_dblotch","a_dblotch","j_splitnose","a_splitnose","j_gstripe","a_gstripe","j_widow","a_widow","j_ytail","a_ytail","j_rose","a_rose","j_quill","a_quill","j_black","a_black","bgill","tiger","a_boca","j_canary","a_canary","j_north","a_north","j_rdstrp","a_rdstrp","j_yeye","a_yeye","j_rdband","a_rdband","j_strptail","a_strptail","j_hquin","a_hquin","pygmy","j_shchin","a_shchin","j_sraker","a_sraker","ymouth","tanner","snow","gking","rking","bking","octo"
9252,"EBS","BS",37,198501,185,1985,7,"I-01",-813172.24093075,935821.316074441,68,1.4,0.066855085392793,-0.599924763043722,0.776439170042674,-7.5741146550475e-05,0.00229259401870271,0.000993021104174356,0.00471072752649585,0.00499758295093973,36.0699971516927,3.46971988677979,1.33056604862213,3.901,0,0,0.045177528,0.045177528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1586,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,0,0,0,0,0,0,0,0,0,0,0,4,85,0,19,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,484,0,0,0,0
9253,"EBS","BS",37,198501,186,1985,7,"H-01",-819172.24093075,899321.316074441,71,2.1,0.137988708913326,-0.554133545607328,-0.724060110747814,-0.000149996235904837,0.00187474075937644,0.00182042364031076,0.00897792750038207,0.00811871245969087,36.2791662216187,3.34473502635956,0.226970970630646,2.268,0,0,0.04947962,0.04947962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,0,0,0,0,0,0,0,0,0,0,0,0,20,1,14,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,137,0,1,0,0
9254,"EBS","BS",37,198501,187,1985,7,"G-01",-826972.24093075,863621.316074441,75,1.8,0.165625521540642,-0.47514576613903,0.507075786590576,0.000163621399406111,0.00166860446333885,0.000758988957386464,0.0115282284095883,0.0264639787375927,36.6510803222656,3.44175448417664,3.62068362236023,0.091,0,0,0.049361454,0.049361454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,883,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,273,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,26,0,0,0,0
9255,"EBS","BS",37,198501,188,1985,7,"F-01",-831172.24093075,825821.316074441,102,3.4,0.0568816177546978,-0.120722043948869,-0.985384047031403,4.61640787155678e-05,0.000537047346976275,-0.000790309762426962,0.00813300038377444,0.00859149545431137,33.8859125773112,3.86823161443075,0.16724120262855,0,0,0,0.03801897,0.03801897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,47,0,2632,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
9256,"EBS","BS",37,198501,189,1985,8,"E-19",-911172.24093075,805821.316074441,126,4,0.0971266676982244,-0.804465611775716,-0.337143793702126,-0.000184411469187277,0.00138474542958041,0.0018125226876388,0.00796381120259563,0.00513123239700993,45.7135887145996,1.80783538023631,-1.26133485635122,0,0,0,0.044941617,0.044941617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,229,3,0,0,0,0,10,5,59,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,10,2495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0
9257,"EBS","BS",37,198501,190,1985,8,"E-18",-873172.24093075,796321.316074441,152,4.5,0.103987557813525,-0.281701762229204,-0.956789538264275,-8.86776615516283e-06,-0.00395194633165374,-0.00317943945992738,0.00638672010973096,0.00740360806230456,37.5833969116211,2.80440855026245,0,0.091,0,0,0.039931864,0.039931864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,4,0,0,0,0,3,0,337,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,0,697,834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,140,0,0,0,0
9258,"EBS","BS",37,198501,191,1985,8,"D-18",-877672.24093075,759821.316074441,146,4.3,0.139195617288351,-0.739226564764977,0.657198667526245,2.31651392823551e-05,0.000598901704506716,-0.00211768393637612,0.0131177827715874,0.00652043020818383,46.6019506454468,2.78629457950592,0,0.136,0,0,0.042307012,0.042307012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,262,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,0,138,1307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0
9259,"EBS","BS",37,198501,192,1985,8,"D-01",-843672.24093075,752821.316074441,132,4.6,0.00656048650853336,-0.494297832250595,0.829262137413025,-1.30591854485829e-06,-0.00708308792673051,-0.00428857421502471,0.0172897540032864,0.00780386896803975,36.4589538574219,4.85806131362915,0,0,0,0,0.043755138,0.043755138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,145,11,0,0,0,0,0,13,536,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,159,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0
9260,"EBS","BS",37,198501,193,1985,8,"E-01",-837172.24093075,788321.316074441,130,4.7,0.0391280595213175,-0.859367489814758,-0.388423148542643,-3.69940702285021e-05,-0.0056987851858139,-0.00283118314109743,0.00518963905051351,0.005570356734097,33.9109411239624,4.90520739555359,0,0,0,0.091,0.048822412,0.048822412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,352,7,0,0,0,0,1,4,503,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,15,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0
9261,"EBS","BS",37,198501,194,1985,8,"F-19",-905172.24093075,846821.316074441,97,4,0.0863830881814162,0.421953407426675,-0.382858455181122,-7.97366086165615e-06,-0.00248211482539773,-0.006889165379107,0.00851470325142145,0.00540655649577578,45.424633026123,3.18834519386292,0,0,0,0,0.048847212,0.048847212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,5,8,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,0,0,0,0
9262,"EBS","BS",37,198501,195,1985,8,"GF2019",-920172.24093075,863321.316074441,80,3.7,0.0692256353795528,-0.362918868660927,-0.613375902175903,-0.000130017753690481,3.51895905623678e-05,-0.00279431685339659,0.0107778571546078,0.00815178616903722,57.8458786010742,3.24835634231567,0,2.087,0,0,0.043759468,0.043759468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,2147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0
9263,"EBS","BS",37,198501,196,1985,8,"G-19",-899172.24093075,878821.316074441,79,2.8,0.00985461194068193,-0.841940363248189,-0.356571490565936,-2.48315591970064e-06,0.000717460721110304,0.00187925804251184,0.00391193688847125,0.00959211556861798,41.6365178426107,3.0919148127238,0,0.68,0,0,0.048494061,0.048494061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,7,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0
9264,"EBS","BS",37,198501,197,1985,8,"HG2019",-915422.24093075,900571.316074441,70,3.6,0.106433151289821,0.90484020113945,-0.0194347898941487,-0.000119938151328824,0.00131699556368403,0.00124919280642644,0.00600555294658989,0.00652298808563501,33.9608793258667,3.05223250389099,0.26584243029356,0,0,0,0.05015335,0.05015335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,3,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,110,0,0,13,0
9265,"EBS","BS",37,198501,198,1985,8,"H-19",-893172.24093075,915821.316074441,68,3.3,0.00346585432998836,-0.726206163565318,-0.673231879870097,1.35586170320797e-06,0.000592067372053862,0.000790803615624706,0.00489630658800403,0.00904641455660264,32.3151397705078,2.91567754745483,0,43.363,0,0,0.046764201,0.046764201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,422,12,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,51,0,0,13,0
9266,"EBS","BS",37,198501,199,1985,8,"IH2019",-901422.24093075,936571.316074441,70,2.2,0.040787217207253,0.77520352602005,-0.265817757695913,-8.06177457661761e-05,0.000741743730031885,-0.000414245303545613,0.00392120110336691,0.00501966278534383,32.5800199508667,2.40208524465561,2.02858358994126,6.532,0,0,0.04667923,0.04667923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,119,0,0,0,0,0,0,0,0,0,0,0,0,17,0,32,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,6,0
9267,"EBS","BS",37,198501,200,1985,8,"I-19",-887172.24093075,952821.316074441,66,1.9,0.0599167967836062,0.384965861837069,-0.840500255425771,2.92118056677282e-05,0.00138801181068023,-0.000278608727967367,0.00790289261688789,0.00637400988489389,32.2017542521159,2.83353511492411,0,1.406,0,0,0.045259616,0.045259616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,286,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,128,0,0,0,0,0,0,0,0,0,0,0,1,66,2,107,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0
9268,"EBS","BS",37,198501,201,1985,8,"JI2019",-902922.24093075,975071.316074441,64,2.2,0.216361537575722,0.865829646587372,-0.42549704760313,-0.00015232671648846,0.00151386967627332,-0.000634659198112786,0.0242085703648627,0.0166920120827854,32.2798233032227,3.33966279029846,2.78266966342926,0,0,0,0.044399939,0.044399939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,3,23,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0
9269,"EBS","BS",37,198501,202,1985,8,"J-19",-882172.24093075,988821.316074441,66,1.4,0.0185533184558153,-0.683775663375854,0.433359801769257,-1.01125590390438e-06,0.00240501016378403,-0.000219971319893375,0.00501289078965783,0.0056740497238934,32.6424598693848,3.90489840507507,0,0.272,0,0,0.052233152,0.052233152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,206,0,0,0,0,0,0,0,0,0,0,0,0,54,5,31,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,1,0
9270,"EBS","BS",37,198501,203,1985,8,"J-21",-951172.24093075,1006321.31607444,71,2.3,0.358034923672676,-0.222349293529987,-0.969603985548019,1.86484830919653e-05,0.00193101371405646,-0.000831552169984207,0.00570833613164723,0.00384232494980097,30.9317417144775,4.01568365097046,-4.64432454109192,0.454,0,0,0.04822051,0.04822051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,292,0,0,0,0,0,0,0,0,0,0,0,1,81,1,8,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,1,0
9271,"EBS","BS",37,198501,204,1985,8,"JI2221",-973172.24093075,991821.316074441,75,3.8,0.423570642868678,0.896944582462311,-0.363539040088654,0.00060694330992798,0.000867736195990195,0.000707009632606059,0.0109267917772134,0.00774190326531728,29.5588932037354,4.11364936828613,2.09436452388763,0,0,0,0.042077346,0.042077346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,189,0,0,0,0,0,0,0,0,0,0,0,0,281,1,14,12,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2,0
9272,"EBS","BS",37,198501,205,1985,8,"H-21",-967172.24093075,934821.316074441,55,5.9,0.0992415025830269,-0.399343927701314,0.885898927847544,9.10153830773197e-05,0.000737004602948825,0.0040055476129055,0.00397622864693403,0.00440831234057744,57.2161687215169,0.706367691357931,0.659975210825602,0,0,0,0.03778326,0.03778326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
9273,"EBS","BS",37,198501,206,1985,8,"I-21",-960172.24093075,963821.316074441,70,3.5,0.541375676790873,0.138256986935933,0.567728238801161,-0.00188130731112324,0.00116453832015395,0.00228900671936572,0.013441179258128,0.00751257765417298,32.0747235616048,3.09753735860189,-10.1502497990926,0,0,0,0.04383522,0.04383522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,1058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,225,0,0,0,0,0,0,0,0,0,0,0,0,234,0,15,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,102,0,0,3,0
9274,"EBS","BS",37,198501,207,1985,8,"IH2221",-970172.24093075,956821.316074441,71,2.8781054019928,0.0440629757940769,-0.2398731559515,0.93609631061554,-0.00016435312863905,-0.00123839708976448,0.00271636852994561,0.0168043114244938,0.0135558042675257,35.140697479248,2.88279676437378,0,0,0,0,0.04505572,0.04505572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,59,0,0,0,0,0,0,0,0,0,0,0,0,380,2,29,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
9275,"EBS","BS",37,198601,1,1986,6,"H-16",-265172.24093075,826321.316074441,29,4,0.143444176763296,0.269160276278853,0.943309515714645,3.10126260956167e-05,0.00738929212093353,-0.00298936280887574,0.0154676800593734,0.00835023913532495,58.3208713531494,-0.116907219635323,0.0684191733598709,0,0,0,0.040048751,0.040048751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,675,369,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,303,13,0,7,141,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9276,"EBS","BS",37,198601,2,1986,6,"I-16",-258172.24093075,860321.316074441,35,3,0.131095195189118,0.81200934946537,-0.181430106051266,0.000123487105156528,0.00138609538771561,0.00988429365679622,0.0102035338059068,0.00952883926220238,56.5778999328613,1.17631322145462,5.04902160167694,5.443,0,0,0.047052838,0.047052838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,526,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,17,23,7,71,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9277,"EBS","BS",37,198601,3,1986,6,"J-16",-254172.24093075,897321.316074441,31,4.34403300285339,0.183957055211067,-0.61008370667696,-0.676011206582189,0.000330058941472089,0.0298444535583258,-0.00247346787364222,0.0152723218780011,0.0135396562982351,65.6211090087891,0.658491834998131,-1.81294493377209,0,0,0,0.0429381,0.0429381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,919,603,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,294,60,42,109,3,8,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9278,"EBS","BS",37,198601,4,1986,6,"K-14",-324172.24093075,939821.316074441,22,3,0.17279577255249,0.289072155952454,0.579996943473816,0.000577758299186826,0.0378763824701309,0.0398379527032375,0.0122952973470092,0.00999541208148003,56.4743804931641,1.6881115436554,0.921497106552124,0,0,0,0.036530255,0.036530255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,3647,967,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,47,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
